timestamp,power_w,temperature_c,gpu_util_pct,memory_used_mib,graphics_clock_mhz,memory_clock_mhz
2026/07/30 23:07:45.167, 357.55, 66, 100, 93149, 1852, 13365
2026/07/30 23:07:46.234, 347.40, 66, 81, 93149, 1642, 13365
2026/07/30 23:07:47.299, 347.17, 65, 100, 93149, 1875, 13365
2026/07/30 23:07:48.366, 347.98, 63, 85, 93149, 1732, 13365
2026/07/30 23:07:49.431, 344.58, 67, 86, 93149, 1695, 13365
2026/07/30 23:07:50.496, 342.18, 65, 100, 93149, 1845, 13365
2026/07/30 23:07:51.559, 360.69, 66, 83, 93149, 1635, 13365
2026/07/30 23:07:52.629, 350.95, 65, 100, 93149, 1837, 13365
2026/07/30 23:07:53.694, 338.48, 62, 83, 93149, 1717, 13365
2026/07/30 23:07:54.758, 359.92, 66, 100, 93149, 1770, 13365
2026/07/30 23:07:55.823, 350.10, 66, 95, 93149, 1785, 13365
2026/07/30 23:07:56.889, 339.92, 69, 93, 93149, 1732, 13365
2026/07/30 23:07:57.952, 359.90, 66, 100, 93149, 1762, 13365
2026/07/30 23:07:59.015, 348.32, 66, 94, 93149, 1785, 13365
2026/07/30 23:08:00.081, 342.42, 68, 94, 93149, 1732, 13365
2026/07/30 23:08:01.145, 360.23, 66, 100, 93149, 1882, 13365
2026/07/30 23:08:02.210, 343.32, 66, 81, 93149, 1612, 13365
2026/07/30 23:08:03.278, 350.55, 65, 100, 93149, 1807, 13365
2026/07/30 23:08:04.345, 352.46, 63, 89, 93149, 1807, 13365
2026/07/30 23:08:05.412, 339.36, 67, 100, 93149, 1695, 13365
2026/07/30 23:08:06.475, 358.87, 66, 100, 93149, 1755, 13365
2026/07/30 23:08:07.540, 346.04, 66, 96, 93149, 1815, 13365
2026/07/30 23:08:08.609, 345.39, 68, 92, 93149, 1695, 13365
2026/07/30 23:08:09.674, 345.45, 65, 100, 93149, 1860, 13365
2026/07/30 23:08:10.739, 339.90, 62, 84, 93149, 1657, 13365
2026/07/30 23:08:11.811, 357.17, 65, 100, 93149, 1792, 13365
2026/07/30 23:08:12.878, 350.31, 66, 94, 93149, 1800, 13365
2026/07/30 23:08:13.944, 342.42, 63, 88, 93149, 1770, 13365
2026/07/30 23:08:15.010, 346.90, 68, 100, 93149, 1680, 13365
2026/07/30 23:08:16.081, 360.41, 66, 100, 93149, 1800, 13365
2026/07/30 23:08:17.149, 356.88, 67, 84, 93149, 1597, 13365
2026/07/30 23:08:18.212, 351.90, 65, 100, 93149, 1815, 13365
2026/07/30 23:08:19.274, 349.79, 66, 94, 93149, 1792, 13365
2026/07/30 23:08:20.340, 349.88, 68, 92, 93149, 1680, 13365
2026/07/30 23:08:21.405, 352.13, 65, 100, 93149, 1905, 13365
2026/07/30 23:08:22.471, 342.33, 65, 100, 93149, 1837, 13365
2026/07/30 23:08:23.535, 352.67, 63, 85, 93149, 1732, 13365
2026/07/30 23:08:24.600, 341.03, 67, 100, 93149, 1725, 13365
2026/07/30 23:08:25.665, 357.91, 66, 100, 93149, 1822, 13365
2026/07/30 23:08:26.732, 342.33, 63, 80, 93149, 1605, 13365
2026/07/30 23:08:27.798, 355.74, 66, 100, 93149, 1762, 13365
2026/07/30 23:08:28.866, 355.44, 67, 100, 93149, 1860, 13365
2026/07/30 23:08:29.937, 355.00, 67, 100, 93149, 1830, 13365
2026/07/30 23:08:31.003, 354.44, 67, 83, 93149, 1597, 13365
2026/07/30 23:08:32.067, 344.30, 65, 100, 93149, 1792, 13365
2026/07/30 23:08:33.133, 351.05, 66, 98, 93149, 1815, 13365
2026/07/30 23:08:34.196, 344.43, 67, 83, 93149, 1635, 13365
2026/07/30 23:08:35.260, 351.29, 65, 100, 93149, 1800, 13365
2026/07/30 23:08:36.329, 347.74, 66, 97, 93149, 1777, 13365
2026/07/30 23:08:37.394, 350.79, 67, 84, 93149, 1620, 13365
2026/07/30 23:08:38.460, 351.06, 67, 83, 93149, 1590, 13365
2026/07/30 23:08:39.528, 352.76, 65, 100, 93149, 1830, 13365
2026/07/30 23:08:40.592, 348.28, 67, 95, 93149, 1815, 13365
2026/07/30 23:08:41.658, 350.11, 68, 89, 93149, 1657, 13365
2026/07/30 23:08:42.722, 347.10, 65, 100, 93149, 1867, 13365
2026/07/30 23:08:43.786, 349.27, 66, 95, 93149, 1785, 13365
2026/07/30 23:08:44.850, 349.54, 67, 86, 93149, 1627, 13365
2026/07/30 23:08:45.917, 347.74, 65, 100, 93149, 1807, 13365
2026/07/30 23:08:46.981, 349.95, 65, 100, 93149, 1830, 13365
2026/07/30 23:08:48.046, 348.12, 66, 97, 93149, 1792, 13365
2026/07/30 23:08:49.115, 352.83, 67, 83, 93149, 1605, 13365
2026/07/30 23:08:50.179, 353.69, 65, 100, 93149, 1807, 13365
2026/07/30 23:08:51.250, 356.32, 66, 100, 93149, 1800, 13365
2026/07/30 23:08:52.315, 359.61, 64, 82, 93149, 1545, 13365
2026/07/30 23:08:53.377, 340.39, 67, 100, 93149, 1710, 13365
2026/07/30 23:08:54.439, 361.03, 67, 100, 93149, 1725, 13365
2026/07/30 23:08:55.505, 340.67, 66, 100, 93149, 1837, 13365
2026/07/30 23:08:56.569, 356.97, 63, 87, 93149, 1717, 13365
2026/07/30 23:08:57.632, 345.62, 68, 91, 93149, 1627, 13365
2026/07/30 23:08:58.696, 348.78, 65, 100, 93149, 1807, 13365
2026/07/30 23:08:59.759, 340.22, 67, 100, 93149, 1800, 13365
2026/07/30 23:09:00.824, 350.77, 62, 82, 93149, 1650, 13365
2026/07/30 23:09:01.894, 341.56, 68, 96, 93149, 1650, 13365
2026/07/30 23:09:02.959, 346.64, 68, 88, 93149, 1605, 13365
2026/07/30 23:09:04.031, 351.27, 66, 100, 93149, 1792, 13365
2026/07/30 23:09:05.093, 359.90, 66, 100, 93149, 1852, 13365
2026/07/30 23:09:06.156, 347.53, 62, 78, 93151, 1747, 13365
2026/07/30 23:09:07.228, 337.76, 65, 77, 93151, 2527, 13365
2026/07/30 23:09:08.306, 349.76, 64, 74, 93151, 2475, 13365
2026/07/30 23:09:09.383, 349.77, 65, 76, 93151, 2460, 13365
2026/07/30 23:09:10.456, 350.14, 65, 75, 93151, 2437, 13365
2026/07/30 23:09:11.531, 350.44, 64, 75, 93151, 2445, 13365
2026/07/30 23:09:12.608, 350.59, 65, 76, 93151, 2437, 13365
2026/07/30 23:09:13.683, 350.59, 65, 72, 93151, 2445, 13365
2026/07/30 23:09:14.761, 349.50, 64, 76, 93151, 2422, 13365
2026/07/30 23:09:15.836, 350.01, 65, 73, 93151, 2430, 13365
2026/07/30 23:09:16.915, 350.32, 65, 76, 93151, 2407, 13365
2026/07/30 23:09:17.991, 350.19, 64, 78, 93151, 2415, 13365
2026/07/30 23:09:19.071, 350.10, 65, 74, 93151, 2460, 13365
2026/07/30 23:09:20.145, 349.60, 64, 74, 93151, 2460, 13365
2026/07/30 23:09:21.222, 350.02, 64, 76, 93151, 2460, 13365
2026/07/30 23:09:22.298, 350.39, 65, 74, 93151, 2460, 13365
2026/07/30 23:09:23.370, 349.76, 64, 78, 93151, 2430, 13365
2026/07/30 23:09:24.446, 350.32, 64, 78, 93151, 2445, 13365
2026/07/30 23:09:25.522, 349.88, 65, 74, 93151, 2445, 13365
2026/07/30 23:09:26.600, 349.69, 64, 76, 93151, 2452, 13365
2026/07/30 23:09:27.678, 350.07, 65, 74, 93151, 2482, 13365
2026/07/30 23:09:28.751, 350.02, 65, 75, 93151, 2452, 13365
2026/07/30 23:09:29.827, 349.73, 65, 73, 93151, 2467, 13365
2026/07/30 23:09:30.900, 350.55, 65, 78, 93151, 2452, 13365
